Timestamp,Value,SystemStateCode,DigitalStateName
2023-12-01T12:09:00Z,371.6431201966321,,
2023-12-01T12:19:00Z,367.5347203483456,,
2023-12-01T12:29:00Z,283.9358311222504,,
2023-12-01T12:39:00Z,326.58671097229535,,
2023-12-01T12:49:00Z,478.61041021917634,,
2023-12-01T12:59:00Z,471.2344710371517,,
2023-12-01T13:09:00Z,484.63112535118887,,
2023-12-01T13:19:00Z,484.7584411145725,,
2023-12-01T13:29:00Z,467.1741338346998,,
2023-12-01T13:39:00Z,786.6977125134263,,
2023-12-01T13:49:00Z,824.6072054637642,,
2023-12-01T13:59:00Z,748.9510285572264,,
2023-12-01T14:09:00Z,831.5566828197697,,
2023-12-01T14:19:00Z,986.4695401228561,,
2023-12-01T14:29:00Z,899.5959235613238,,
2023-12-01T14:39:00Z,1105.8928422136917,,
2023-12-01T14:49:00Z,784.7203316942959,,
2023-12-01T14:59:00Z,1050.1563900906995,,
2023-12-01T15:09:00Z,1111.2096533618108,,
2023-12-01T15:19:00Z,1128.1365776254067,,
2023-12-01T15:29:00Z,938.402624119433,,
2023-12-01T15:39:00Z,681.640910529081,,
2023-12-01T15:49:00Z,1134.3849381027596,,
2023-12-01T15:59:00Z,1097.3420664647265,,
2023-12-01T16:09:00Z,1323.849736125044,,
2023-12-01T16:19:00Z,1255.145907568411,,
2023-12-01T16:29:00Z,1372.8947323489563,,
2023-12-01T16:39:00Z,1124.334348750544,,
2023-12-01T16:49:00Z,1054.1682063683124,,
2023-12-01T16:59:00Z,1237.6230678105871,,
2023-12-01T17:09:00Z,1203.7769540497195,,
2023-12-01T17:19:00Z,1411.8700970536004,,
2023-12-01T17:29:00Z,1216.980401434007,,
2023-12-01T17:39:00Z,1139.5787761536892,,
2023-12-01T17:49:00Z,1210.3834851011545,,
2023-12-01T17:59:00Z,1316.603371648781,,
2023-12-01T18:09:00Z,1352.9914562643366,,
2023-12-01T18:19:00Z,1410.0804118866506,,
2023-12-01T18:29:00Z,1485.9437876788077,,
2023-12-01T18:39:00Z,1470.6480221962438,,
2023-12-01T18:49:00Z,1488.6153414688017,,
2023-12-01T18:59:00Z,1514.2203280209303,,
2023-12-01T19:09:00Z,1499.2004227421303,,
2023-12-01T19:19:00Z,1516.733785773245,,
2023-12-01T19:29:00Z,1500.2969555853838,,
2023-12-01T19:39:00Z,1507.9755256873425,,
