Timestamp,Value
2024-06-01T00:00:00Z,
2024-06-01T00:00:05Z,
2024-06-01T00:00:10Z,
2024-06-01T00:00:15Z,
2024-06-01T00:00:20Z,
2024-06-01T00:00:25Z,
2024-06-01T00:00:30Z,
2024-06-01T00:00:35Z,
2024-06-01T00:00:40Z,
2024-06-01T00:00:45Z,
2024-06-01T00:00:50Z,
2024-06-01T00:00:55Z,
2024-06-01T00:01:00Z,
2024-06-01T00:01:05Z,
2024-06-01T00:01:10Z,
2024-06-01T00:01:15Z,
2024-06-01T00:01:20Z,
2024-06-01T00:01:25Z,
2024-06-01T00:01:30Z,
2024-06-01T00:01:35Z,
2024-06-01T00:01:40Z,
2024-06-01T00:01:45Z,
2024-06-01T00:01:50Z,
2024-06-01T00:01:55Z,
2024-06-01T00:02:00Z,
2024-06-01T00:02:05Z,
2024-06-01T00:02:10Z,
2024-06-01T00:02:15Z,
2024-06-01T00:02:20Z,
2024-06-01T00:02:25Z,
2024-06-01T00:02:30Z,
2024-06-01T00:02:35Z,
2024-06-01T00:02:40Z,
2024-06-01T00:02:45Z,
2024-06-01T00:02:50Z,
2024-06-01T00:02:55Z,
2024-06-01T00:03:00Z,
2024-06-01T00:03:05Z,
2024-06-01T00:03:10Z,
2024-06-01T00:03:15Z,
2024-06-01T00:03:20Z,
2024-06-01T00:03:25Z,
2024-06-01T00:03:30Z,
2024-06-01T00:03:35Z,
2024-06-01T00:03:40Z,
2024-06-01T00:03:45Z,
2024-06-01T00:03:50Z,
2024-06-01T00:03:55Z,
2024-06-01T00:04:00Z,
2024-06-01T00:04:05Z,
2024-06-01T00:04:10Z,
2024-06-01T00:04:15Z,
2024-06-01T00:04:20Z,
2024-06-01T00:04:25Z,
2024-06-01T00:04:30Z,
2024-06-01T00:04:35Z,
2024-06-01T00:04:40Z,
2024-06-01T00:04:45Z,
2024-06-01T00:04:50Z,
2024-06-01T00:04:55Z,
2024-06-01T00:05:00Z,
2024-06-01T00:05:05Z,
2024-06-01T00:05:10Z,
2024-06-01T00:05:15Z,
2024-06-01T00:05:20Z,
2024-06-01T00:05:25Z,
2024-06-01T00:05:30Z,
2024-06-01T00:05:35Z,
2024-06-01T00:05:40Z,
