Timestamp,Value
2024-10-01T17:00:00Z,3.5027049
2024-10-01T17:01:00Z,3.501109
2024-10-01T17:02:00Z,3.4938009
2024-10-01T17:03:00Z,3.505738
2024-10-01T17:04:00Z,3.496152
2024-10-01T17:05:00Z,3.5032895
2024-10-01T17:06:00Z,3.5013275
2024-10-01T17:07:00Z,3.4980724
2024-10-01T17:08:00Z,3.4995203
2024-10-01T17:09:00Z,3.4947038
2024-10-01T17:10:00Z,3.5007896
2024-10-01T17:11:00Z,3.5011172
2024-10-01T17:12:00Z,3.4973836
2024-10-01T17:13:00Z,3.4975522
2024-10-01T17:14:00Z,3.4999862
2024-10-01T17:15:00Z,3.4984713
2024-10-01T17:16:00Z,3.4985323
2024-10-01T17:17:00Z,3.5017061
2024-10-01T17:18:00Z,3.5001261
2024-10-01T17:19:00Z,3.495394
2024-10-01T17:20:00Z,3.5002308
2024-10-01T17:21:00Z,3.5000026
2024-10-01T17:22:00Z,3.5013182
2024-10-01T17:23:00Z,3.4962783
2024-10-01T17:24:00Z,3.495794
2024-10-01T17:25:00Z,3.5032325
2024-10-01T17:26:00Z,3.4932568
2024-10-01T17:27:00Z,3.4984188
2024-10-01T17:28:00Z,3.49852
2024-10-01T17:29:00Z,3.4999166
2024-10-01T17:30:00Z,3.5023618
2024-10-01T17:31:00Z,3.5004773
2024-10-01T17:32:00Z,3.4974575
2024-10-01T17:33:00Z,3.4991264
2024-10-01T17:34:00Z,3.4990134
2024-10-01T17:35:00Z,3.5043836
2024-10-01T17:36:00Z,3.4995878
2024-10-01T17:37:00Z,3.4991128
2024-10-01T17:38:00Z,3.4965265
2024-10-01T17:39:00Z,3.495067
2024-10-01T17:40:00Z,3.4942122
2024-10-01T17:41:00Z,3.4960084
2024-10-01T17:42:00Z,3.4999213
2024-10-01T17:43:00Z,3.5017421
2024-10-01T17:44:00Z,3.4984405
2024-10-01T17:45:00Z,3.4984336
2024-10-01T17:46:00Z,3.5043375
2024-10-01T17:47:00Z,3.5012534
2024-10-01T17:48:00Z,3.500146
2024-10-01T17:49:00Z,3.5041955
2024-10-01T17:50:00Z,3.4972312
2024-10-01T17:51:00Z,3.4997025
2024-10-01T17:52:00Z,3.4951239
2024-10-01T17:53:00Z,3.5011978
2024-10-01T17:54:00Z,3.4977684
2024-10-01T17:55:00Z,3.5002532
2024-10-01T17:56:00Z,3.5009997
2024-10-01T17:57:00Z,3.497298
2024-10-01T17:58:00Z,3.4988368
2024-10-01T17:59:00Z,3.501075
2024-10-01T18:00:00Z,3.5025158
2024-10-01T18:01:00Z,3.4960794
2024-10-01T18:02:00Z,3.5020156
2024-10-01T18:03:00Z,3.5017436
2024-10-01T18:04:00Z,3.4999194
2024-10-01T18:05:00Z,3.4940567
2024-10-01T18:06:00Z,3.5034726
2024-10-01T18:07:00Z,3.5004463
2024-10-01T18:08:00Z,3.4999025
2024-10-01T18:09:00Z,3.5066016
2024-10-01T18:10:00Z,3.503864
2024-10-01T18:11:00Z,3.494646
2024-10-01T18:12:00Z,3.4998946
2024-10-01T18:13:00Z,3.496628
2024-10-01T18:14:00Z,3.5001757
2024-10-01T18:15:00Z,3.499567
2024-10-01T18:16:00Z,3.4979181
2024-10-01T18:17:00Z,3.506406
2024-10-01T18:18:00Z,3.5060647
2024-10-01T18:19:00Z,3.5031905
2024-10-01T18:20:00Z,3.5033495
2024-10-01T18:21:00Z,3.494345
2024-10-01T18:22:00Z,3.5030608
2024-10-01T18:23:00Z,3.5057762
2024-10-01T18:24:00Z,3.497263
2024-10-01T18:25:00Z,3.4965904
2024-10-01T18:26:00Z,3.4976285
2024-10-01T18:27:00Z,3.4978063
2024-10-01T18:28:00Z,3.5029097
2024-10-01T18:29:00Z,3.5006852
2024-10-01T18:30:00Z,3.5028198
2024-10-01T18:31:00Z,3.5001464
2024-10-01T18:32:00Z,3.502273
2024-10-01T18:33:00Z,3.4990828
2024-10-01T18:34:00Z,3.5021458
2024-10-01T18:35:00Z,3.501942
2024-10-01T18:36:00Z,3.5032668
2024-10-01T18:37:00Z,3.500298
2024-10-01T18:38:00Z,3.4992375
2024-10-01T18:39:00Z,3.5013125
2024-10-01T18:40:00Z,3.495983
2024-10-01T18:41:00Z,3.50247
2024-10-01T18:42:00Z,3.4954708
2024-10-01T18:43:00Z,3.504049
2024-10-01T18:44:00Z,3.503346
2024-10-01T18:45:00Z,3.4977436
2024-10-01T18:46:00Z,3.5020547
2024-10-01T18:47:00Z,3.5030563
2024-10-01T18:48:00Z,3.4988983
2024-10-01T18:49:00Z,3.4968736
2024-10-01T18:50:00Z,3.5041401
2024-10-01T18:51:00Z,3.49691
2024-10-01T18:52:00Z,3.50342
2024-10-01T18:53:00Z,3.5033588
2024-10-01T18:54:00Z,3.4985929
2024-10-01T18:55:00Z,3.504835
