Timestamp,Value
2024-06-01T00:00:00Z,63.15
2024-06-01T00:01:00Z,63.71
2024-06-01T00:02:00Z,63.18
2024-06-01T00:03:00Z,63.59
2024-06-01T00:04:00Z,63.8
2024-06-01T00:05:00Z,64.12
2024-06-01T00:06:00Z,63.49
2024-06-01T00:07:00Z,63.3
2024-06-01T00:08:00Z,63.32
2024-06-01T00:09:00Z,63.93
2024-06-01T00:10:00Z,63.2
2024-06-01T00:11:00Z,63.41
2024-06-01T00:12:00Z,63.74
2024-06-01T00:13:00Z,63.17
2024-06-01T00:14:00Z,63.2
2024-06-01T00:15:00Z,64.39
2024-06-01T00:16:00Z,64.22
2024-06-01T00:17:00Z,63.81
2024-06-01T00:18:00Z,63.3
2024-06-01T00:19:00Z,63.43
2024-06-01T00:20:00Z,65.15
2024-06-01T00:21:00Z,64.19
2024-06-01T00:22:00Z,64.67
2024-06-01T00:23:00Z,65.1
2024-06-01T00:24:00Z,63.56
2024-06-01T00:25:00Z,64.51
2024-06-01T00:26:00Z,63.55
2024-06-01T00:27:00Z,64.19
2024-06-01T00:28:00Z,64.06
2024-06-01T00:29:00Z,64.17
2024-06-01T00:30:00Z,65.52
2024-06-01T00:31:00Z,65.07
2024-06-01T00:32:00Z,65.46
2024-06-01T00:33:00Z,64.19
2024-06-01T00:34:00Z,64.45
2024-06-01T00:35:00Z,64.42
2024-06-01T00:36:00Z,65.11
2024-06-01T00:37:00Z,65.42
2024-06-01T00:38:00Z,65.04
2024-06-01T00:39:00Z,65.57
2024-06-01T00:40:00Z,64.07
2024-06-01T00:41:00Z,64.9
2024-06-01T00:42:00Z,65.01
2024-06-01T00:43:00Z,65.25
2024-06-01T00:44:00Z,64.44
2024-06-01T00:45:00Z,63.96
2024-06-01T00:46:00Z,64.28
2024-06-01T00:47:00Z,64.09
2024-06-01T00:48:00Z,63.79
2024-06-01T00:49:00Z,64.77
2024-06-01T00:50:00Z,64.05
2024-06-01T00:51:00Z,64.15
2024-06-01T00:52:00Z,63.5
2024-06-01T00:53:00Z,64.16
2024-06-01T00:54:00Z,64.01
2024-06-01T00:55:00Z,64.14
2024-06-01T00:56:00Z,64.12
2024-06-01T00:57:00Z,63.52
2024-06-01T00:58:00Z,63.4
2024-06-01T00:59:00Z,63.93
2024-06-01T01:00:00Z,61.66
2024-06-01T01:01:00Z,60.99
2024-06-01T01:02:00Z,61.33
2024-06-01T01:03:00Z,61.43
2024-06-01T01:04:00Z,60.78
2024-06-01T01:05:00Z,61.32
2024-06-01T01:06:00Z,62.17
2024-06-01T01:07:00Z,61.58
2024-06-01T01:08:00Z,61.03
2024-06-01T01:09:00Z,61.22
2024-06-01T01:10:00Z,62.03
2024-06-01T01:11:00Z,61.96
2024-06-01T01:12:00Z,61.63
2024-06-01T01:13:00Z,62.4
2024-06-01T01:14:00Z,62.32
2024-06-01T01:15:00Z,62.17
2024-06-01T01:16:00Z,62.04
2024-06-01T01:17:00Z,62.37
2024-06-01T01:18:00Z,60.72
2024-06-01T01:19:00Z,62.01
2024-06-01T01:20:00Z,61.99
2024-06-01T01:21:00Z,61.88
2024-06-01T01:22:00Z,64.3
2024-06-01T01:23:00Z,64.1
2024-06-01T01:24:00Z,64.23
2024-06-01T01:25:00Z,62.15
2024-06-01T01:26:00Z,63.58
2024-06-01T01:27:00Z,64.1
2024-06-01T01:28:00Z,61.77
2024-06-01T01:29:00Z,64.25
2024-06-01T01:30:00Z,62.29
2024-06-01T01:31:00Z,63
2024-06-01T01:32:00Z,62.31
2024-06-01T01:33:00Z,62.42
2024-06-01T01:34:00Z,62.82
2024-06-01T01:35:00Z,63.28
2024-06-01T01:36:00Z,62.32
2024-06-01T01:37:00Z,62.43
2024-06-01T01:38:00Z,61.99
2024-06-01T01:39:00Z,62.39
2024-06-01T01:40:00Z,64.61
2024-06-01T01:41:00Z,64.14
2024-06-01T01:42:00Z,63.98
2024-06-01T01:43:00Z,65.51
2024-06-01T01:44:00Z,64.48
2024-06-01T01:45:00Z,64.88
2024-06-01T01:46:00Z,65.54
2024-06-01T01:47:00Z,62.78
2024-06-01T01:48:00Z,65.55
2024-06-01T01:49:00Z,63.14
2024-06-01T01:50:00Z,64.93
2024-06-01T01:51:00Z,65.29
2024-06-01T01:52:00Z,66.13
2024-06-01T01:53:00Z,65.77
2024-06-01T01:54:00Z,65.39
2024-06-01T01:55:00Z,66.15
2024-06-01T01:56:00Z,64.78
2024-06-01T01:57:00Z,65.56
2024-06-01T01:58:00Z,65.09
